year,period,state,region,nss_round,category,sub_category,source_of_water,type_of_filtering,value,unit,note
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Tank/ Pond,Filtering with Cloth,549,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Other Surface Water,Filtering with Cloth,683,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Others,Filtering with Cloth,624,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Unprotected Well,n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Tube Well/Borehole,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Unprotected Spring,n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Tube Well/Borehole,,22142400,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Unprotected Well,,10547600,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Protected Spring,,222700,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Unprotected Spring,,170900,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Rainwater Collection,,284000,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Tank/ Pond,,668700,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Other Surface Water,,704600,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Others,,2066000,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,N.R. (Not Reported),,7100,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,All (including not reported),,100027400,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Bottled Water,,36,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Piped water into Dwelling,,1912,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Piped to Yard/Dwelling,,3254,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Public Tap/Stand,,3421,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Tube Well/Borehole,,5168,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Protected Well,,1177,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Protected Well,,3463900,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Public Tap/Stand,,12655300,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Protected Spring,,567,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Piped to Yard/Dwelling,,20221300,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Piped to Yard/Dwelling,,10373700,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Public Tap/Stand,,3991900,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Tube Well/Borehole,,5689700,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Protected Well,,669300,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Unprotected Well,,1391400,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Protected Spring,,10700,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Unprotected Spring,,7100,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Rainwater Collection,,29500,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Tank/ Pond,,51700,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Other Surface Water,,10000,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Others,,940200,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,N.R. (Not Reported),,1000,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,All (including not reported),,43803900,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Bottled Water,,726100,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Piped water into Dwelling,,26146800,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Unprotected Well,,2901,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Unprotected Spring,,315,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Rainwater Collection,n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Others,,464,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,All (including not reported),,22935,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Bottled Water,,177,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Piped water into Dwelling,,11316,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Piped to Yard/Dwelling,,8102,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Public Tap/Stand,,6190,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Tube Well/Borehole,,8352,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Protected Well,,1731,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Unprotected Well,,4114,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Protected Spring,,619,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Unprotected Spring,,351,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Rainwater Collection,,105,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Tank/ Pond,,564,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Other Surface Water,,453,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Others,,793,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,N.R. (Not Reported),,7,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,N.R. (Not Reported),,3,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Other Surface Water,,77,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Rainwater Collection,,77,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Tank/ Pond,,162,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Tank/ Pond,,402,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Other Surface Water,,376,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Others,,329,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,N.R. (Not Reported),,4,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,All (including not reported),,19939,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Bottled Water,,141,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Piped water into Dwelling,,9404,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Piped to Yard/Dwelling,,4848,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Public Tap/Stand,,2769,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Tube Well/Borehole,,3184,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Protected Well,,554,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Unprotected Well,,1213,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Protected Spring,,52,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Unprotected Spring,,36,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,Rainwater Collection,,28,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Piped water into Dwelling,,20086500,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Bottled Water,,551300,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,All (including not reported),,56223500,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Tank/ Pond,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Others,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,N.R. (Not Reported),All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,All (including not reported),All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Total Number of Households treating Drinking Water by Type of Treatment,Estimated,,All,56223500,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Total Number of Households treating Drinking Water by Type of Treatment,Sample,,All,19939,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Bottled Water,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Piped water into Dwelling,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Piped to Yard/Dwelling,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Public Tap/Stand,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Tube Well/Borehole,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Protected Well,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Unprotected Well,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Protected Spring,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Unprotected Spring,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Rainwater Collection,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Other Surface Water,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Rainwater Collection,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,N.R. (Not Reported),,6200,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Unprotected Spring,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Tank/ Pond,n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Other Surface Water,n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Others,n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,N.R. (Not Reported),n.r. (Not Reported),608,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,All (including not reported),n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Type of Treatment,Estimated,,n.r. (Not Reported),0,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Type of Treatment,Sample,,n.r. (Not Reported),0,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Bottled Water,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Piped water into Dwelling,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Piped to Yard/Dwelling,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Public Tap/Stand,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Tank/ Pond,Filtering with Water Filter,66,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Protected Well,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Unprotected Well,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Protected Spring,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Tank/ Pond,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Other Surface Water,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Others,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,N.R. (Not Reported),All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Type of Treatment,Estimated,,All,100027400,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Type of Treatment,Sample,,All,42874,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Bottled Water,,174800,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Piped water into Dwelling,,6060400,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Piped to Yard/Dwelling,,9847600,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Public Tap/Stand,,8663400,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Tube Well/Borehole,,16452700,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Protected Well,,2794500,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Unprotected Well,,9156300,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Protected Spring,,212000,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Unprotected Spring,,163800,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Rainwater Collection,,254400,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Tank/ Pond,,617000,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Other Surface Water,,694700,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Estimated,Others,,1125800,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,All (including not reported),All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,N.R. (Not Reported),All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Others,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Public Tap/Stand,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,All (including not reported),All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Total Number of Households treating Drinking Water by Type of Treatment,Estimated,,All,43803900,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Urban,69,Total Number of Households treating Drinking Water by Type of Treatment,Sample,,All,22935,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Bottled Water,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Piped water into Dwelling,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Piped to Yard/Dwelling,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Tube Well/Borehole,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Other Surface Water,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Protected Well,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Unprotected Well,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Protected Spring,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Unprotected Spring,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Rainwater Collection,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Tank/ Pond,All,1000,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Other Surface Water,Filtering with Water Filter,39,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Source of Drinking Water,Sample,All (including not reported),,42874,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Rainwater Collection,Filtering with Water Filter,9,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Others,Boiling,131,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,N.R. (Not Reported),Electronic Purification,44,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,All (including not reported),Electronic Purification,125,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Type of Treatment,Estimated,,Electronic Purification,12528100,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Type of Treatment,Sample,,Electronic Purification,4438,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Bottled Water,Boiling,81,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Piped water into Dwelling,Boiling,183,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Piped to Yard/Dwelling,Boiling,125,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Public Tap/Stand,Boiling,189,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Tube Well/Borehole,Boiling,80,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Protected Well,Boiling,272,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Unprotected Well,Boiling,377,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Protected Spring,Boiling,751,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Unprotected Spring,Boiling,576,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Rainwater Collection,Boiling,146,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Tank/ Pond,Boiling,317,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Others,Electronic Purification,44,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Other Surface Water,Electronic Purification,1,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Tank/ Pond,Electronic Purification,0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Piped water into Dwelling,Electronic Purification,286,value in absolute number per thousand,
